sample_name	condition
SRR1658409_GSM1551280_PTC1_-_RNAseq_Homo_sapiens_RNA-Seq	PTC
SRR1658410_GSM1551281_PTC2_-_RNAseq_Homo_sapiens_RNA-Seq	PTC
SRR1658411_GSM1551282_PTC3_-_RNAseq_Homo_sapiens_RNA-Seq	PTC
SRR1658412_GSM1551283_PTC4_-_RNAseq_Homo_sapiens_RNA-Seq	PTC
SRR1658413_GSM1551284_PTC5_-_RNAseq_Homo_sapiens_RNA-Seq	PTC
SRR1658414_GSM1551285_PTC6_-_RNAseq_Homo_sapiens_RNA-Seq	PTC
SRR1658415_GSM1551286_PTC7_-_RNAseq_Homo_sapiens_RNA-Seq	PTC
SRR1658416_GSM1551287_PTC8_-_RNAseq_Homo_sapiens_RNA-Seq	PTC
SRR1658417_GSM1551288_NTH1_-_RNAseq_Homo_sapiens_RNA-Seq	normal
SRR1658419_GSM1551290_NTH3_-_RNAseq_Homo_sapiens_RNA-Seq	normal
SRR1658420_GSM1551291_NTH4_-_RNAseq_Homo_sapiens_RNA-Seq	normal
SRR1658421_GSM1551292_NTH5_-_RNAseq_Homo_sapiens_RNA-Seq	normal
SRR1658422_GSM1551293_NTH6_-_RNAseq_Homo_sapiens_RNA-Seq	normal
SRR1658423_GSM1551294_NTH7_-_RNAseq_Homo_sapiens_RNA-Seq	normal
SRR1658424_GSM1551295_NTH8_-_RNAseq_Homo_sapiens_RNA-Seq	normal
