sample_name	condition
SRR1798143_GSM1607081_Sample0010_LS_L008_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798144_GSM1607082_Sample0010_NL_L008_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798145_GSM1607083_Sample0001_LS_L007_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798146_GSM1607084_Sample0001_NL_L007_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798147_GSM1607085_Sample0003_LS_L008_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798148_GSM1607086_Sample0003_NL_L008_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798149_GSM1607087_Sample0004_LS_L001_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798150_GSM1607088_Sample0004_NL_L001_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798151_GSM1607089_Sample0005_LS_L001_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798152_GSM1607090_Sample0005_NL_L001_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798153_GSM1607091_Sample0006_LS_L002_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798154_GSM1607092_Sample0006_NL_L002_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798155_GSM1607093_Sample0008_LS_L002_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798156_GSM1607094_Sample0008_NL_L002_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798157_GSM1607095_Sample0100_LS_L001_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798158_GSM1607096_Sample0100_NL_L001_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798159_GSM1607097_Sample0200_LS_L001_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798160_GSM1607098_Sample0200_NL_L001_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798161_GSM1607099_Sample0300_LS_L002_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798163_GSM1607101_Sample0400_LS_L002_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798164_GSM1607102_Sample0400_NL_L002_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798166_GSM1607104_Sample0500_LS_L003_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798168_GSM1607106_Sample0600_NL_L003_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798169_GSM1607107_Sample0800_LS_L004_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798170_GSM1607108_Sample0800_NL_L004_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798171_GSM1607109_Sample1000_LS_L004_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798172_GSM1607110_Sample1000_NL_L004_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798173_GSM1607111_Sample0011_LS_L005_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798174_GSM1607112_Sample0011_NL_L005_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798175_GSM1607113_Sample0013_LS_L005_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798176_GSM1607114_Sample0013_NL_L005_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798177_GSM1607115_Sample0014_LS_L006_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798178_GSM1607116_Sample0014_NL_L006_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798179_GSM1607117_Sample0016_LS_L006_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798180_GSM1607118_Sample0016_NL_L006_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
SRR1798181_GSM1607119_Sample0018_LS_L007_R1_001_Homo_sapiens_RNA-Seq	Lesion
SRR1798182_GSM1607120_Sample0018_NL_L007_R1_001_Homo_sapiens_RNA-Seq	Nonlesion
