sample_name	condition
SRR1027593_GSM1261106_Control_03i_Homo_sapiens_RNA-Seq	Control
SRR1027592_GSM1261105_Control_00i_Homo_sapiens_RNA-Seq	Control
SRR1027591_GSM1261105_Control_00i_Homo_sapiens_RNA-Seq	Control
SRR1027595_GSM1261107_Control_14i_Homo_sapiens_RNA-Seq	Control
SRR1027596_GSM1261107_Control_14i_Homo_sapiens_RNA-Seq	Control
SRR1027594_GSM1261106_Control_03i_Homo_sapiens_RNA-Seq	Control
SRR1027598_GSM1261108_Control_83i_Homo_sapiens_RNA-Seq	Control
SRR1027597_GSM1261108_Control_83i_Homo_sapiens_RNA-Seq	Control
SRR1027601_GSM1261110_C9_29i_Homo_sapiens_RNA-Seq	ALS_C9
SRR1027600_GSM1261109_C9_28i_Homo_sapiens_RNA-Seq	ALS_C9
SRR1027602_GSM1261110_C9_29i_Homo_sapiens_RNA-Seq	ALS_C9
SRR1027599_GSM1261109_C9_28i_Homo_sapiens_RNA-Seq	ALS_C9
SRR1027605_GSM1261112_C9_52i_Homo_sapiens_RNA-Seq	ALS_C9
SRR1027603_GSM1261111_C9_30i_Homo_sapiens_RNA-Seq	ALS_C9
SRR1027604_GSM1261111_C9_30i_Homo_sapiens_RNA-Seq	ALS_C9
SRR1027606_GSM1261112_C9_52i_Homo_sapiens_RNA-Seq	ALS_C9
