sample_name	condition
SRR493937_GSM927308_Non-smoker_female_NSCLC_RNA-seq_P1N_Homo_sapiens_RNA-Seq	normal
SRR493938_GSM927308_Non-smoker_female_NSCLC_RNA-seq_P1N_Homo_sapiens_RNA-Seq	normal
SRR493939_GSM927309_Non-smoker_female_NSCLC_RNA-seq_P1T_Homo_sapiens_RNA-Seq	tumor
SRR493940_GSM927309_Non-smoker_female_NSCLC_RNA-seq_P1T_Homo_sapiens_RNA-Seq	tumor
SRR493941_GSM927310_Non-smoker_female_NSCLC_RNA-seq_P3N_Homo_sapiens_RNA-Seq	normal
SRR493942_GSM927310_Non-smoker_female_NSCLC_RNA-seq_P3N_Homo_sapiens_RNA-Seq	normal
SRR493943_GSM927311_Non-smoker_female_NSCLC_RNA-seq_P3T_Homo_sapiens_RNA-Seq	tumor
SRR493944_GSM927311_Non-smoker_female_NSCLC_RNA-seq_P3T_Homo_sapiens_RNA-Seq	tumor
SRR493945_GSM927312_Non-smoker_female_NSCLC_RNA-seq_P4N_Homo_sapiens_RNA-Seq	normal
SRR493946_GSM927312_Non-smoker_female_NSCLC_RNA-seq_P4N_Homo_sapiens_RNA-Seq	normal
SRR493947_GSM927313_Non-smoker_female_NSCLC_RNA-seq_P4T_Homo_sapiens_RNA-Seq	tumor
SRR493948_GSM927313_Non-smoker_female_NSCLC_RNA-seq_P4T_Homo_sapiens_RNA-Seq	tumor
SRR493949_GSM927314_Non-smoker_female_NSCLC_RNA-seq_P5N_Homo_sapiens_RNA-Seq	normal
SRR493950_GSM927314_Non-smoker_female_NSCLC_RNA-seq_P5N_Homo_sapiens_RNA-Seq	normal
SRR493951_GSM927315_Non-smoker_female_NSCLC_RNA-seq_P5T_Homo_sapiens_RNA-Seq	tumor
SRR493952_GSM927315_Non-smoker_female_NSCLC_RNA-seq_P5T_Homo_sapiens_RNA-Seq	tumor
SRR493953_GSM927316_Non-smoker_female_NSCLC_RNA-seq_P6N_Homo_sapiens_RNA-Seq	normal
SRR493954_GSM927316_Non-smoker_female_NSCLC_RNA-seq_P6N_Homo_sapiens_RNA-Seq	normal
SRR493955_GSM927317_Non-smoker_female_NSCLC_RNA-seq_P6T_Homo_sapiens_RNA-Seq	tumor
SRR493956_GSM927317_Non-smoker_female_NSCLC_RNA-seq_P6T_Homo_sapiens_RNA-Seq	tumor
SRR493957_GSM927318_Non-smoker_female_NSCLC_RNA-seq_P8N_Homo_sapiens_RNA-Seq	normal
SRR493959_GSM927319_Non-smoker_female_NSCLC_RNA-seq_P8T_Homo_sapiens_RNA-Seq	tumor
SRR493960_GSM927319_Non-smoker_female_NSCLC_RNA-seq_P8T_Homo_sapiens_RNA-Seq	tumor
