sample_name	condition
SRR1823857_GSM1622588_Sample12101_Control_Homo_sapiens_RNA-Seq	control
SRR1823858_GSM1622589_Sample12104_Control_Homo_sapiens_RNA-Seq	control
SRR1823859_GSM1622590_Sample12105_Control_Homo_sapiens_RNA-Seq	control
SRR1823860_GSM1622591_Sample12109_Control_Homo_sapiens_RNA-Seq	control
SRR1823861_GSM1622592_Sample12110_Control_Homo_sapiens_RNA-Seq	control
SRR1823862_GSM1622593_Sample12112_Control_Homo_sapiens_RNA-Seq	control
SRR1823863_GSM1622594_Sample12115_Control_Homo_sapiens_RNA-Seq	control
SRR1823864_GSM1622595_Sample12119_Control_Homo_sapiens_RNA-Seq	control
SRR1823865_GSM1622596_Sample12120_Control_Homo_sapiens_RNA-Seq	control
SRR1823866_GSM1622597_Sample12121_Control_Homo_sapiens_RNA-Seq	control
SRR1823867_GSM1622598_Sample12127_Control_Homo_sapiens_RNA-Seq	control
SRR1823868_GSM1622599_Sample12106_Cushing_s_Homo_sapiens_RNA-Seq	Cushing
SRR1823869_GSM1622600_Sample12114_Cushing_s_Homo_sapiens_RNA-Seq	Cushing
SRR1823870_GSM1622601_Sample12117_Cushing_s_Homo_sapiens_RNA-Seq	Cushing
SRR1823871_GSM1622602_Sample12118_Cushing_s_Homo_sapiens_RNA-Seq	Cushing
SRR1823872_GSM1622603_Sample12125_Cushing_s_Homo_sapiens_RNA-Seq	Cushing
