sample_name	condition
SRR1839795_GSM1625679_RRMS_2961-TA-39_Homo_sapiens_RNA-Seq	RRMS
SRR1839796_GSM1625680_RRMS_2961-TA-40_Homo_sapiens_RNA-Seq	RRMS
SRR1839797_GSM1625681_RRMS_2961-TA-41_Homo_sapiens_RNA-Seq	RRMS
SRR1839798_GSM1625682_RRMS_2961-TA-42_Homo_sapiens_RNA-Seq	RRMS
SRR1839799_GSM1625683_CTRL_2961-TA-43_Homo_sapiens_RNA-Seq	Control
SRR1839800_GSM1625684_CTRL_2961-TA-44_Homo_sapiens_RNA-Seq	Control
SRR1839801_GSM1625685_CTRL_2961-TA-45_Homo_sapiens_RNA-Seq	Control
SRR1839802_GSM1625686_CTRL_2961-TA-46_Homo_sapiens_RNA-Seq	Control
SRR1839803_GSM1625687_CTRL_2961-TA-47_Homo_sapiens_RNA-Seq	Control
SRR1839804_GSM1625688_CTRL_2961-TA-48_Homo_sapiens_RNA-Seq	Control
