Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR1042013	GSM1278454: ALS-701-001; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	12184	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042013/SRR1042013.sra	SRR1042013.sra	SRR1042013_GSM1278454_ALS-701-001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR1042013/SRR1042013_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/003/SRR1042013/SRR1042013_1.fastq.gz	SRR1042013_1.fastq.gz	SRR1042013_GSM1278454_ALS-701-001_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1042013	GSM1278454: ALS-701-001; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	12184	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042013/SRR1042013.sra	SRR1042013.sra	SRR1042013_GSM1278454_ALS-701-001_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR1042013/SRR1042013_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/003/SRR1042013/SRR1042013_2.fastq.gz	SRR1042013_2.fastq.gz	SRR1042013_GSM1278454_ALS-701-001_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1042014	GSM1278455: ALS-701-002; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	15885	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042014/SRR1042014.sra	SRR1042014.sra	SRR1042014_GSM1278455_ALS-701-002_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR1042014/SRR1042014_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/004/SRR1042014/SRR1042014_1.fastq.gz	SRR1042014_1.fastq.gz	SRR1042014_GSM1278455_ALS-701-002_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1042014	GSM1278455: ALS-701-002; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	15885	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042014/SRR1042014.sra	SRR1042014.sra	SRR1042014_GSM1278455_ALS-701-002_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR1042014/SRR1042014_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/004/SRR1042014/SRR1042014_2.fastq.gz	SRR1042014_2.fastq.gz	SRR1042014_GSM1278455_ALS-701-002_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1042017	GSM1278458: ALS-701-006 (fALS); Homo sapiens; RNA-Seq	Illumina HiSeq 2000	15538	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042017/SRR1042017.sra	SRR1042017.sra	SRR1042017_GSM1278458_ALS-701-006_fALS_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR1042017/SRR1042017_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/007/SRR1042017/SRR1042017_1.fastq.gz	SRR1042017_1.fastq.gz	SRR1042017_GSM1278458_ALS-701-006_fALS_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1042017	GSM1278458: ALS-701-006 (fALS); Homo sapiens; RNA-Seq	Illumina HiSeq 2000	15538	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042017/SRR1042017.sra	SRR1042017.sra	SRR1042017_GSM1278458_ALS-701-006_fALS_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR1042017/SRR1042017_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/007/SRR1042017/SRR1042017_2.fastq.gz	SRR1042017_2.fastq.gz	SRR1042017_GSM1278458_ALS-701-006_fALS_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1042016	GSM1278457: ALS-701-005; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	41359	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042016/SRR1042016.sra	SRR1042016.sra	SRR1042016_GSM1278457_ALS-701-005_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR1042016/SRR1042016_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/006/SRR1042016/SRR1042016_1.fastq.gz	SRR1042016_1.fastq.gz	SRR1042016_GSM1278457_ALS-701-005_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1042016	GSM1278457: ALS-701-005; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	41359	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042016/SRR1042016.sra	SRR1042016.sra	SRR1042016_GSM1278457_ALS-701-005_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR1042016/SRR1042016_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/006/SRR1042016/SRR1042016_2.fastq.gz	SRR1042016_2.fastq.gz	SRR1042016_GSM1278457_ALS-701-005_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1042015	GSM1278456: ALS-701-004; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	13902	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042015/SRR1042015.sra	SRR1042015.sra	SRR1042015_GSM1278456_ALS-701-004_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR1042015/SRR1042015_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/005/SRR1042015/SRR1042015_1.fastq.gz	SRR1042015_1.fastq.gz	SRR1042015_GSM1278456_ALS-701-004_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1042015	GSM1278456: ALS-701-004; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	13902	1416758400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR104/SRR1042015/SRR1042015.sra	SRR1042015.sra	SRR1042015_GSM1278456_ALS-701-004_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR1042015/SRR1042015_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR104/005/SRR1042015/SRR1042015_2.fastq.gz	SRR1042015_2.fastq.gz	SRR1042015_GSM1278456_ALS-701-004_Homo_sapiens_RNA-Seq_2.fastq.gz
